transaction_id,items
2168,"Grapes, Oil, Bread, Flour, Fish"
2169,"Flour, Juice"
2170,"Coffee, Carrots, Flour, Grapes, Yogurt"
2171,"Pasta, Juice, Chicken, Potatoes, Onions"
2172,"Oil, Chicken, Tea"
2173,"Onions, Chocolate, Tea, Cereal, Milk"
2174,"Rice, Pasta, Bread, Coffee"
2175,"Bananas, Soda, Pasta, Butter, Salt, Carrots"
2176,"Sugar, Bananas, Tomatoes, Carrots, Cheese, Yogurt, Potatoes"
2177,"Flour, Cheese, Juice, Tea"
2178,"Yogurt, Chicken, Coffee"
2179,"Carrots, Milk, Oil, Pasta, Beef"
2180,"Biscuits, Milk, Oranges, Grapes, Bananas, Potatoes"
2181,"Carrots, Grapes, Cereal"
2182,"Cheese, Sugar"
2183,"Grapes, Yogurt"
2184,"Cereal, Onions, Tea, Oil, Juice, Pasta"
2185,"Bread, Tea"
2186,"Yogurt, Chicken, Flour"
2187,"Oil, Milk, Tea, Sugar, Cereal, Pasta, Apples"
2188,"Rice, Chicken"
2189,"Eggs, Butter, Chicken, Rice, Carrots"
2190,"Carrots, Butter, Rice"
2191,"Rice, Butter, Milk, Bread, Yogurt, Apples, Cereal"
2192,"Oranges, Bread, Coffee, Chicken, Soda"
2193,"Oil, Carrots"
2194,"Carrots, Grapes, Tea"
2195,"Flour, Tea, Salt"
2196,"Carrots, Cereal, Rice, Grapes, Bananas, Milk, Tea"
2197,"Biscuits, Cereal, Bread, Milk, Apples, Oranges"
2198,"Cereal, Oil, Oranges, Apples, Eggs"
2199,"Oil, Tomatoes"
2200,"Cheese, Chocolate, Tomatoes"
2201,"Bread, Coffee"
2202,"Milk, Bananas, Butter, Apples, Oil"
2203,"Tomatoes, Onions, Fish, Milk, Soda, Pasta"
2204,"Eggs, Pasta, Fish"
2205,"Salt, Fish, Yogurt"
2206,"Eggs, Tomatoes, Biscuits, Juice, Carrots, Potatoes"
2207,"Coffee, Potatoes, Chocolate"
2208,"Cereal, Apples, Juice, Coffee"
2209,"Oranges, Pasta, Salt, Fish, Carrots, Chocolate, Beef"
2210,"Cheese, Oranges, Oil"
2211,"Fish, Tomatoes, Oil, Salt"
2212,"Salt, Tea, Fish"
2213,"Chicken, Flour"
2214,"Potatoes, Salt"
2215,"Yogurt, Tomatoes"
2216,"Butter, Soda, Flour"
2217,"Potatoes, Butter, Soda, Salt, Oranges, Beef"
2218,"Sugar, Potatoes, Carrots, Bananas, Flour, Cheese, Beef"
2219,"Bread, Sugar"
2220,"Carrots, Apples, Coffee, Fish"
2221,"Cheese, Salt"
2222,"Chicken, Oil"
2223,"Milk, Soda, Rice, Fish, Yogurt, Beef, Chicken"
2224,"Fish, Rice, Oranges, Soda"
2225,"Tea, Juice, Pasta, Oil"
2226,"Carrots, Chicken, Oranges, Pasta, Cheese"
2227,"Cheese, Milk, Bread, Cereal"
2228,"Apples, Coffee, Fish"
2229,"Yogurt, Coffee, Sugar, Apples, Bread"
2230,"Biscuits, Tea, Apples, Onions"
2231,"Oranges, Cheese, Pasta, Sugar, Bread, Potatoes, Juice"
2232,"Carrots, Cheese, Fish, Chicken, Salt"
2233,"Fish, Chicken"
2234,"Soda, Grapes, Fish, Milk, Tomatoes, Oranges"
2235,"Bananas, Milk, Chicken, Juice"
2236,"Tea, Sugar, Eggs, Apples, Chicken, Onions, Bananas"
2237,"Chicken, Biscuits"
2238,"Bread, Coffee"
2239,"Soda, Grapes, Juice, Apples, Salt"
2240,"Eggs, Grapes, Milk"
2241,"Beef, Grapes"
2242,"Butter, Chicken, Salt, Carrots, Potatoes, Tea, Yogurt"
2243,"Flour, Bread, Rice, Onions, Biscuits"
2244,"Cereal, Soda, Fish, Milk, Coffee, Bananas"
2245,"Grapes, Chocolate, Tomatoes, Tea, Salt"
2246,"Coffee, Tea, Beef"
2247,"Juice, Grapes, Sugar, Flour, Cheese, Rice, Apples"
2248,"Milk, Tea, Bread, Eggs, Yogurt, Tomatoes, Cereal"
2249,"Eggs, Apples, Oranges, Milk"
2250,"Rice, Chicken, Coffee, Beef, Carrots, Salt"
2251,"Cereal, Carrots, Tomatoes"
2252,"Cereal, Carrots, Salt, Pasta"
2253,"Carrots, Bread, Rice, Sugar, Biscuits, Grapes, Cheese"
2254,"Potatoes, Oranges, Rice, Flour, Oil, Sugar, Pasta"
2255,"Bread, Rice, Beef, Onions, Apples, Tomatoes, Juice"
2256,"Flour, Biscuits, Oil, Carrots"
2257,"Oranges, Cereal, Onions, Salt, Eggs, Soda, Chocolate"
2258,"Apples, Flour, Sugar, Tomatoes, Potatoes, Coffee, Eggs"
2259,"Potatoes, Biscuits"
2260,"Chocolate, Sugar, Biscuits, Juice, Fish"
2261,"Eggs, Potatoes, Juice, Butter, Yogurt, Salt"
2262,"Potatoes, Flour, Eggs, Cheese, Rice, Beef, Soda"
2263,"Cereal, Bread, Rice"
2264,"Fish, Cheese, Biscuits, Bread, Bananas, Flour, Carrots"
2265,"Yogurt, Beef, Tomatoes, Flour, Fish, Grapes"
2266,"Oranges, Chicken, Coffee, Pasta, Fish, Beef, Butter"
2267,"Biscuits, Grapes"
2268,"Coffee, Butter, Beef, Oranges"
2269,"Eggs, Yogurt, Pasta"
2270,"Bananas, Oranges, Potatoes, Salt"
2271,"Yogurt, Chocolate, Onions, Tea"
2272,"Coffee, Chicken"
2273,"Chicken, Milk, Fish, Flour, Bread, Rice"
2274,"Bananas, Juice, Potatoes, Eggs, Tea"
2275,"Potatoes, Bananas, Milk, Chicken"
2276,"Bananas, Cheese, Potatoes, Pasta"
2277,"Chocolate, Tea, Biscuits, Rice, Apples"
2278,"Milk, Eggs, Flour, Butter, Juice"
2279,"Juice, Pasta"
2280,"Tomatoes, Bread"
2281,"Beef, Rice, Cheese, Flour, Pasta, Eggs"
2282,"Pasta, Yogurt, Butter, Fish, Milk"
2283,"Pasta, Juice, Onions, Milk, Eggs, Chicken"
2284,"Pasta, Apples, Bread, Oil, Flour"
2285,"Oranges, Bananas, Carrots"
2286,"Onions, Flour, Bread, Butter, Bananas, Carrots"
2287,"Eggs, Oil, Milk, Apples, Soda, Cereal"
2288,"Flour, Beef, Yogurt"
2289,"Apples, Bananas, Oranges, Soda, Milk"
2290,"Cereal, Sugar, Tomatoes"
2291,"Milk, Juice, Tomatoes, Bananas"
2292,"Tea, Coffee, Oil, Tomatoes"
2293,"Oil, Chicken, Yogurt, Rice, Tea, Juice, Coffee"
2294,"Onions, Carrots, Coffee, Pasta, Rice, Chicken, Biscuits"
2295,"Apples, Tomatoes, Cheese, Salt"
2296,"Pasta, Sugar, Soda, Bread, Carrots, Tomatoes, Butter"
2297,"Biscuits, Soda, Salt, Pasta, Cheese"
2298,"Salt, Oranges, Flour"
2299,"Grapes, Tomatoes"
2300,"Cereal, Bread, Juice, Coffee"
2301,"Coffee, Carrots, Chicken, Soda, Milk, Fish, Pasta"
2302,"Eggs, Oil, Beef, Potatoes"
2303,"Cheese, Carrots"
2304,"Fish, Cereal, Coffee, Potatoes, Beef"
2305,"Grapes, Pasta, Onions"
2306,"Cereal, Tea, Tomatoes, Flour, Milk"
2307,"Chocolate, Biscuits, Salt, Potatoes, Oil, Chicken, Bananas"
2308,"Oil, Salt, Milk, Tea, Bread, Cheese, Chocolate"
2309,"Apples, Beef, Bananas, Chocolate, Cheese"
2310,"Fish, Rice, Chicken, Apples, Tea, Potatoes"
2311,"Salt, Beef"
2312,"Eggs, Milk, Carrots, Flour, Coffee, Oil"
2313,"Chicken, Milk, Carrots, Soda"
2314,"Cereal, Biscuits, Rice, Fish, Salt"
2315,"Onions, Fish, Juice, Butter, Bread"
2316,"Salt, Oil, Potatoes, Chicken, Milk"
2317,"Juice, Yogurt, Oil"
2318,"Oranges, Cereal, Biscuits"
2319,"Coffee, Sugar, Oil, Yogurt, Apples, Fish, Milk"
2320,"Potatoes, Sugar, Fish, Biscuits, Rice, Coffee, Tea"
2321,"Fish, Grapes"
2322,"Oranges, Pasta, Butter, Cereal, Carrots, Milk, Grapes"
2323,"Onions, Grapes, Chicken, Oil, Juice"
2324,"Juice, Apples, Soda, Onions"
2325,"Yogurt, Eggs, Pasta, Salt, Oranges"
2326,"Sugar, Beef, Fish"
2327,"Pasta, Sugar, Apples, Soda, Chicken"
2328,"Biscuits, Flour, Oil, Rice, Soda, Coffee"
2329,"Oranges, Tomatoes, Coffee, Bananas, Potatoes"
2330,"Onions, Coffee, Rice, Carrots"
2331,"Chicken, Biscuits, Apples, Oil, Flour, Tomatoes"
2332,"Onions, Biscuits, Bread, Butter, Coffee, Beef, Juice"
2333,"Bread, Cheese"
2334,"Chicken, Chocolate, Cereal"
2335,"Tea, Oranges"
2336,"Rice, Yogurt, Eggs, Oil"
2337,"Sugar, Eggs, Tomatoes, Cereal, Flour, Cheese"
2338,"Tea, Sugar, Flour, Pasta"
2339,"Biscuits, Onions, Tomatoes, Flour"
2340,"Chocolate, Bread, Beef, Onions, Salt, Oranges, Tomatoes"
2341,"Chocolate, Yogurt, Flour, Oil"
2342,"Beef, Pasta, Cheese, Coffee"
2343,"Butter, Bananas, Fish, Milk"
2344,"Apples, Salt, Cheese, Chicken, Butter"
2345,"Tomatoes, Butter, Yogurt, Rice, Oranges, Chicken"
2346,"Chicken, Onions, Butter, Oranges"
2347,"Apples, Onions, Bread"
2348,"Yogurt, Tomatoes, Juice, Sugar, Milk, Tea"
2349,"Pasta, Chicken, Milk"
2350,"Bananas, Carrots, Apples, Yogurt"
2351,"Bananas, Rice, Chocolate, Biscuits, Cereal"
2352,"Oil, Carrots, Sugar"
2353,"Sugar, Chicken, Biscuits, Beef, Coffee"
2354,"Yogurt, Biscuits, Bananas, Grapes"
2355,"Oranges, Chicken"
2356,"Chocolate, Grapes, Flour, Carrots, Bread"
2357,"Apples, Oranges, Rice, Chocolate, Juice, Cheese"
2358,"Oranges, Chicken"
2359,"Coffee, Bread, Cereal, Rice, Chicken, Soda, Carrots"
2360,"Eggs, Milk"
2361,"Butter, Potatoes, Salt"
2362,"Bread, Butter, Coffee, Pasta, Oranges, Beef"
2363,"Oil, Potatoes, Cheese, Pasta"
2364,"Pasta, Bananas, Chocolate"
2365,"Eggs, Beef, Onions, Bananas, Cheese, Grapes, Potatoes"
2366,"Rice, Cheese, Grapes, Tomatoes, Onions, Yogurt, Pasta"
2367,"Beef, Biscuits"
2368,"Eggs, Oranges"
2369,"Tomatoes, Chicken"
2370,"Cereal, Chocolate, Apples, Tomatoes, Carrots"
2371,"Bread, Chicken, Pasta, Milk"
2372,"Oil, Onions, Cereal, Biscuits, Fish, Tomatoes, Chicken"
2373,"Potatoes, Oranges"
2374,"Carrots, Chicken"
2375,"Eggs, Soda"
2376,"Bread, Apples"
2377,"Beef, Pasta, Eggs, Coffee, Oranges, Chicken, Carrots"
2378,"Eggs, Oil, Juice, Cereal, Cheese, Rice"
2379,"Onions, Flour, Beef, Grapes, Eggs"
2380,"Flour, Oranges, Pasta"
2381,"Cereal, Grapes, Carrots, Cheese, Bananas, Tea"
2382,"Onions, Carrots, Rice, Butter, Pasta, Tomatoes, Eggs"
2383,"Eggs, Cheese, Cereal, Grapes, Butter, Beef"
2384,"Fish, Biscuits, Beef"
2385,"Bread, Soda, Oil, Grapes, Potatoes, Sugar, Juice"
2386,"Salt, Cereal"
2387,"Cereal, Pasta, Rice, Potatoes, Oranges, Juice, Apples"
2388,"Bananas, Juice, Coffee, Oranges, Fish, Sugar"
2389,"Chicken, Cereal, Butter, Bread, Yogurt, Tomatoes"
2390,"Oil, Chicken, Eggs, Beef, Cheese, Sugar"
2391,"Chicken, Tomatoes"
2392,"Bananas, Cereal, Coffee, Butter, Apples"
2393,"Oranges, Beef"
2394,"Butter, Tea, Coffee, Oil, Flour"
2395,"Chicken, Biscuits, Coffee, Onions, Sugar, Chocolate"
2396,"Coffee, Biscuits, Juice, Soda, Chicken, Bananas, Rice"
2397,"Soda, Juice, Chocolate, Pasta, Flour, Oil, Rice"
2398,"Potatoes, Chocolate, Oranges, Juice"
2399,"Chicken, Sugar, Soda, Cheese, Milk"
2400,"Butter, Yogurt, Beef"
2401,"Coffee, Apples, Fish, Biscuits, Milk, Bananas, Grapes"
2402,"Yogurt, Soda, Biscuits, Coffee, Apples, Oil, Chicken"
2403,"Chocolate, Oil"
2404,"Tea, Biscuits, Apples, Cheese"
2405,"Biscuits, Chocolate, Butter, Carrots, Bread, Bananas"
2406,"Grapes, Apples, Sugar"
2407,"Chocolate, Bananas, Salt, Milk, Apples, Butter, Sugar"
2408,"Pasta, Eggs, Oil, Carrots"
2409,"Juice, Butter, Potatoes"
2410,"Tea, Grapes, Apples, Chocolate, Tomatoes"
2411,"Tea, Tomatoes"
2412,"Flour, Rice, Juice, Eggs"
2413,"Biscuits, Chicken, Cheese"
2414,"Salt, Sugar, Eggs"
2415,"Cheese, Eggs, Flour, Potatoes, Bananas"
2416,"Salt, Cereal, Pasta"
2417,"Chicken, Butter, Tomatoes, Oranges"
2418,"Beef, Rice, Cheese, Sugar, Cereal"
2419,"Eggs, Juice, Onions, Soda, Rice, Milk"
2420,"Milk, Chicken, Salt, Sugar, Onions, Biscuits"
2421,"Coffee, Juice, Salt, Soda"
2422,"Cereal, Apples, Soda"
2423,"Coffee, Soda, Tea"
2424,"Cheese, Butter, Salt"
2425,"Tomatoes, Biscuits, Carrots, Oil, Bananas"
2426,"Yogurt, Grapes, Potatoes, Coffee, Bread, Juice, Biscuits"
2427,"Sugar, Chicken, Butter, Tea, Potatoes, Carrots, Yogurt"
2428,"Apples, Butter, Carrots, Milk"
2429,"Beef, Oranges"
2430,"Carrots, Flour"
2431,"Juice, Oil, Grapes, Onions, Beef, Salt, Bananas"
2432,"Grapes, Cheese, Rice, Milk, Fish, Salt, Chocolate"
2433,"Chocolate, Grapes, Carrots, Biscuits"
2434,"Fish, Tea, Chicken, Tomatoes, Milk, Flour, Cereal"
2435,"Soda, Oranges"
2436,"Milk, Flour, Coffee, Sugar, Tea"
2437,"Soda, Pasta"
2438,"Eggs, Salt, Milk"
2439,"Bread, Sugar, Potatoes, Cheese, Grapes, Milk, Pasta"
2440,"Chicken, Carrots, Beef, Grapes"
2441,"Milk, Chocolate"
2442,"Pasta, Tea, Eggs, Chicken, Yogurt"
2443,"Eggs, Chicken, Soda, Fish"
2444,"Flour, Bread, Oil"
2445,"Carrots, Tea, Chocolate"
2446,"Chocolate, Yogurt, Sugar, Bananas, Potatoes"
2447,"Cereal, Biscuits, Chocolate, Oranges, Apples, Juice"
2448,"Juice, Bananas"
2449,"Flour, Beef, Cheese"
2450,"Yogurt, Bananas, Tomatoes, Sugar, Beef, Rice"
2451,"Biscuits, Flour, Coffee, Carrots, Soda, Fish, Beef"
2452,"Cheese, Salt, Onions, Tomatoes, Juice"
2453,"Apples, Grapes, Soda, Milk, Potatoes"
2454,"Fish, Onions"
2455,"Chocolate, Fish, Apples, Coffee, Oil"
2456,"Pasta, Rice, Potatoes"
2457,"Chicken, Butter, Juice, Carrots, Beef, Flour"
2458,"Juice, Eggs, Oil, Onions, Potatoes, Biscuits, Tea"
2459,"Apples, Grapes, Oranges, Soda, Rice, Onions, Carrots"
2460,"Yogurt, Carrots, Butter, Apples, Sugar"
2461,"Oil, Eggs, Onions"
2462,"Potatoes, Bananas, Chocolate, Cereal"
2463,"Salt, Tea, Fish, Eggs, Juice"
2464,"Cereal, Apples, Rice, Grapes"
2465,"Biscuits, Salt, Oil"
2466,"Chicken, Flour"
2467,"Potatoes, Cereal, Salt, Sugar, Juice"
2468,"Coffee, Oranges, Cereal, Fish, Cheese, Chicken, Grapes"
2469,"Grapes, Oranges"
2470,"Yogurt, Salt"
2471,"Biscuits, Tomatoes, Rice, Eggs, Soda, Flour"
2472,"Butter, Grapes, Potatoes, Tea"
2473,"Bananas, Grapes, Oil, Salt"
2474,"Tea, Tomatoes, Juice, Flour, Rice, Grapes"
2475,"Bread, Flour"
2476,"Chicken, Butter, Tomatoes, Oil, Chocolate, Eggs, Carrots"
2477,"Coffee, Bananas, Milk"
2478,"Eggs, Milk, Fish, Butter, Oil"
2479,"Milk, Juice, Flour"
2480,"Rice, Pasta, Tea, Sugar, Grapes, Butter, Cereal"
2481,"Soda, Chocolate, Salt"
2482,"Sugar, Carrots, Potatoes, Flour"
2483,"Coffee, Flour"
2484,"Potatoes, Bread, Apples, Fish, Beef"
2485,"Bread, Tomatoes, Pasta, Soda, Coffee, Flour"
2486,"Yogurt, Rice"
2487,"Cereal, Cheese, Salt, Bananas, Fish"
2488,"Oranges, Onions, Oil, Eggs, Sugar, Butter"
2489,"Cereal, Sugar, Beef, Oranges, Tea"
2490,"Potatoes, Flour, Bread, Rice, Coffee, Cereal, Sugar"
2491,"Oranges, Chocolate, Soda, Bananas, Pasta, Rice, Milk"
2492,"Apples, Potatoes, Milk, Butter"
2493,"Potatoes, Milk, Rice, Oil, Chocolate, Biscuits, Bananas"
2494,"Salt, Onions, Juice, Milk, Chicken, Flour"
2495,"Bananas, Oranges, Fish, Sugar, Soda, Biscuits"
2496,"Tomatoes, Fish, Butter, Cereal"
2497,"Oil, Fish, Butter, Beef, Tomatoes, Tea"
2498,"Pasta, Juice, Cheese, Potatoes, Salt, Fish, Cereal"
2499,"Eggs, Juice, Flour, Beef, Bananas, Apples"
2500,"Oranges, Coffee, Cheese, Oil, Chicken, Pasta"
2501,"Grapes, Oranges"
2502,"Soda, Sugar"
2503,"Oil, Biscuits, Potatoes, Coffee"
2504,"Chocolate, Oranges, Coffee, Grapes, Cheese"
2505,"Carrots, Butter"
2506,"Cheese, Coffee"
2507,"Chocolate, Cereal"
2508,"Oil, Juice, Rice"
2509,"Bread, Biscuits, Pasta, Fish, Grapes, Apples"
2510,"Grapes, Sugar, Rice, Potatoes, Bread, Salt"
2511,"Potatoes, Oil"
2512,"Rice, Carrots, Soda, Apples, Onions"
2513,"Soda, Milk, Flour, Fish, Chocolate"
2514,"Carrots, Cheese, Soda, Flour, Tea, Bananas"
2515,"Coffee, Cheese, Tomatoes, Sugar, Rice"
2516,"Oranges, Eggs, Chicken, Sugar"
2517,"Pasta, Oranges, Butter, Soda, Chicken, Beef"
2518,"Chocolate, Biscuits"
2519,"Yogurt, Pasta, Oil, Bananas, Tea"
2520,"Tomatoes, Onions, Rice"
2521,"Tea, Potatoes, Carrots, Biscuits"
2522,"Eggs, Butter, Chicken"
2523,"Bananas, Chocolate"
2524,"Chicken, Pasta, Tomatoes, Onions"
2525,"Tea, Biscuits, Flour, Chicken"
2526,"Oranges, Apples, Salt"
2527,"Oil, Chicken, Bread, Apples, Soda"
2528,"Bread, Onions"
2529,"Milk, Apples, Beef, Carrots, Butter, Oil, Cheese"
2530,"Salt, Juice, Tomatoes, Sugar, Carrots, Soda"
2531,"Soda, Flour, Coffee, Tomatoes, Yogurt, Grapes, Cheese"
2532,"Yogurt, Tea, Chocolate, Fish, Oil, Grapes, Bananas"
2533,"Beef, Yogurt"
2534,"Fish, Potatoes, Bananas, Pasta, Tea, Juice"
2535,"Potatoes, Bread, Bananas, Coffee, Butter, Chocolate"
2536,"Sugar, Yogurt, Soda, Bread, Flour, Chocolate"
2537,"Oranges, Eggs"
2538,"Cheese, Apples, Beef, Eggs, Oranges, Flour, Fish"
2539,"Grapes, Carrots, Milk"
2540,"Yogurt, Coffee, Pasta, Onions, Tomatoes"
2541,"Tomatoes, Potatoes, Pasta, Carrots, Salt, Onions"
2542,"Grapes, Beef, Chicken, Flour, Bananas"
2543,"Tomatoes, Soda, Beef"
2544,"Salt, Beef, Tomatoes, Juice, Apples, Eggs, Onions"
2545,"Sugar, Cheese, Oranges, Carrots, Salt"
2546,"Oil, Juice, Milk, Yogurt, Carrots, Coffee"
2547,"Carrots, Onions, Sugar, Soda"
2548,"Cheese, Oil, Chicken, Rice, Biscuits, Tea"
2549,"Apples, Grapes, Tomatoes, Cereal"
2550,"Juice, Potatoes"
2551,"Beef, Bread"
2552,"Juice, Soda, Onions, Pasta"
2553,"Cereal, Tomatoes, Cheese, Juice, Chicken, Yogurt"
2554,"Pasta, Rice, Bread"
2555,"Tea, Apples"
2556,"Tomatoes, Salt, Carrots, Bananas"
2557,"Pasta, Tea, Milk, Salt, Bananas, Rice, Cereal"
2558,"Bread, Tomatoes"
2559,"Beef, Biscuits, Milk, Yogurt, Chocolate, Grapes, Apples"
2560,"Tomatoes, Grapes, Biscuits, Yogurt, Beef"
2561,"Eggs, Flour, Bread"
2562,"Beef, Grapes, Yogurt"
2563,"Soda, Pasta, Yogurt, Juice"
2564,"Soda, Flour, Oranges, Coffee, Tomatoes, Pasta, Bananas"
2565,"Yogurt, Potatoes, Oil, Chicken, Flour, Onions, Pasta"
2566,"Sugar, Butter, Fish, Cheese, Oranges, Rice, Salt"
2567,"Apples, Cheese"
2568,"Yogurt, Oil, Biscuits, Carrots"
2569,"Eggs, Cheese, Tomatoes, Coffee, Soda"
2570,"Oil, Tomatoes"
2571,"Rice, Chocolate, Bread, Biscuits, Onions"
2572,"Sugar, Oranges, Oil, Eggs, Soda"
2573,"Bread, Apples, Bananas, Flour, Soda, Beef"
2574,"Coffee, Chocolate, Flour, Eggs, Bananas, Cereal, Bread"
2575,"Bread, Coffee"
2576,"Chocolate, Beef"
2577,"Pasta, Beef"
2578,"Salt, Onions, Chicken, Pasta, Soda, Tea"
2579,"Bananas, Bread, Eggs, Fish, Apples"
2580,"Tea, Coffee"
2581,"Milk, Butter, Flour, Grapes"
2582,"Cheese, Oil, Beef, Bananas, Biscuits, Carrots"
2583,"Salt, Grapes, Oranges, Coffee, Butter, Tomatoes"
2584,"Rice, Flour"
2585,"Apples, Salt, Bananas, Yogurt, Carrots, Oil, Coffee"
2586,"Chicken, Apples"
2587,"Bananas, Rice, Soda, Sugar, Flour, Coffee"
2588,"Carrots, Chocolate, Potatoes, Soda"
2589,"Yogurt, Chocolate, Cheese"
2590,"Potatoes, Salt, Juice, Bananas, Fish, Onions, Biscuits"
2591,"Eggs, Grapes, Tomatoes, Carrots"
2592,"Oranges, Rice, Tea, Cheese"
2593,"Coffee, Bananas, Juice, Grapes, Potatoes"
2594,"Pasta, Cereal"
2595,"Salt, Coffee, Soda, Yogurt, Apples, Grapes, Eggs"
2596,"Grapes, Rice, Tea"
2597,"Yogurt, Apples, Milk, Grapes"
2598,"Chicken, Juice, Carrots, Oranges, Soda"
2599,"Coffee, Beef, Potatoes, Eggs, Salt, Bread"
2600,"Juice, Beef, Sugar, Apples, Salt"
2601,"Bread, Eggs, Oil, Chicken"
2602,"Oranges, Tea, Yogurt"
2603,"Carrots, Soda"
2604,"Yogurt, Fish"
2605,"Biscuits, Beef"
2606,"Cheese, Chocolate, Carrots"
2607,"Chocolate, Oil, Cereal, Chicken"
2608,"Pasta, Cereal"
2609,"Biscuits, Pasta, Beef, Grapes"
2610,"Sugar, Oil"
2611,"Chicken, Oil, Butter, Coffee, Oranges, Flour, Milk"
2612,"Yogurt, Beef, Pasta, Oil, Coffee, Grapes"
2613,"Pasta, Cheese, Rice, Eggs"
2614,"Chicken, Oil, Cheese, Oranges"
2615,"Yogurt, Rice, Butter, Tomatoes, Fish, Coffee, Salt"
2616,"Cheese, Apples, Beef, Grapes, Yogurt, Eggs, Oil"
2617,"Coffee, Bread, Yogurt, Juice, Apples, Potatoes, Tomatoes"
2618,"Tea, Fish, Eggs"
2619,"Sugar, Chocolate, Oranges"
2620,"Carrots, Oil, Eggs"
2621,"Coffee, Onions, Oranges, Cheese, Chocolate"
2622,"Cereal, Sugar"
2623,"Cereal, Bananas, Onions, Fish, Yogurt, Beef, Potatoes"
2624,"Chicken, Milk"
2625,"Chocolate, Coffee, Beef, Bananas"
2626,"Soda, Salt, Cheese, Oranges, Grapes"
2627,"Fish, Beef, Flour, Tea"
2628,"Potatoes, Chicken, Tea, Soda, Carrots"
2629,"Bread, Fish, Soda"
2630,"Oil, Tea, Apples"
2631,"Cereal, Bread"
2632,"Eggs, Flour, Oil, Tomatoes, Cereal"
2633,"Onions, Cheese, Eggs"
2634,"Milk, Grapes, Butter, Tomatoes, Rice, Soda, Biscuits"
2635,"Tea, Bananas"
2636,"Cheese, Rice"
2637,"Soda, Biscuits, Potatoes, Flour"
2638,"Tomatoes, Juice, Beef, Tea"
2639,"Salt, Rice, Chicken, Oranges"
2640,"Soda, Bananas, Potatoes, Beef, Cheese"
2641,"Soda, Onions"
2642,"Apples, Rice"
2643,"Chocolate, Salt, Grapes, Carrots, Milk"
2644,"Onions, Tomatoes, Soda, Butter, Rice, Tea, Coffee"
2645,"Salt, Eggs, Tomatoes, Cereal, Onions"
2646,"Soda, Rice, Bread, Cereal, Milk, Coffee, Salt"
2647,"Bananas, Juice"
2648,"Butter, Cereal"
2649,"Bread, Potatoes, Butter, Soda, Flour, Chicken"
2650,"Sugar, Cereal, Chocolate, Milk, Biscuits, Fish, Eggs"
2651,"Biscuits, Milk, Coffee, Apples, Flour"
2652,"Juice, Bananas, Flour, Beef, Oil"
2653,"Oil, Tomatoes, Biscuits, Bananas, Potatoes, Onions, Soda"
2654,"Chocolate, Coffee, Oranges"
2655,"Pasta, Apples, Yogurt, Cereal, Beef"
2656,"Juice, Chocolate, Pasta, Eggs, Yogurt"
2657,"Juice, Pasta, Grapes, Chocolate"
2658,"Butter, Flour, Sugar, Chocolate, Salt, Biscuits, Onions"
2659,"Pasta, Tomatoes"
2660,"Grapes, Onions"
2661,"Apples, Coffee, Chicken, Tea, Oranges, Fish"
2662,"Coffee, Soda, Salt, Tea, Milk, Oranges"
2663,"Coffee, Rice, Soda, Apples"
2664,"Fish, Biscuits"
2665,"Yogurt, Coffee, Cheese, Chocolate"
2666,"Juice, Butter"
2667,"Apples, Juice, Salt, Flour, Chicken"
2668,"Fish, Cereal"
2669,"Butter, Eggs"
2670,"Chocolate, Sugar, Pasta, Potatoes, Rice, Beef, Butter"
2671,"Cereal, Cheese, Flour"
2672,"Chicken, Bread, Carrots, Yogurt, Eggs, Oil"
2673,"Soda, Pasta"
2674,"Juice, Fish, Grapes"
2675,"Cereal, Salt, Oil, Rice, Carrots, Yogurt"
2676,"Bread, Eggs, Oil, Soda, Potatoes, Flour"
2677,"Chocolate, Tomatoes, Beef, Chicken, Fish, Grapes, Apples"
2678,"Bread, Milk, Bananas, Oranges, Butter, Beef, Grapes"
2679,"Oranges, Potatoes, Eggs, Carrots, Chocolate, Biscuits"
2680,"Pasta, Apples, Chocolate"
2681,"Soda, Potatoes"
2682,"Coffee, Apples, Yogurt"
2683,"Rice, Milk, Chicken, Beef, Cheese, Eggs"
2684,"Juice, Sugar, Tea, Oranges, Eggs, Fish, Carrots"
2685,"Tea, Onions, Milk, Flour"
2686,"Tomatoes, Carrots"
2687,"Chicken, Bread, Rice, Onions, Carrots"
2688,"Oranges, Juice, Eggs, Cheese"
2689,"Biscuits, Chicken, Juice, Sugar, Apples, Fish"
2690,"Cereal, Chocolate, Biscuits, Tomatoes, Oil"
2691,"Fish, Bananas"
2692,"Yogurt, Pasta, Bread, Grapes, Juice, Cereal"
2693,"Potatoes, Beef, Tea, Juice, Cheese, Cereal"
2694,"Eggs, Milk, Biscuits, Pasta, Soda"
2695,"Cereal, Beef, Bananas"
2696,"Oil, Sugar"
2697,"Salt, Eggs, Potatoes, Tea, Butter, Milk"
2698,"Apples, Cereal, Rice, Milk, Pasta, Bananas"
2699,"Onions, Oil, Juice, Cheese"
2700,"Coffee, Oil, Chicken, Oranges, Bread, Rice"
2701,"Flour, Carrots, Bread, Potatoes, Coffee, Milk"
2702,"Onions, Soda, Potatoes"
2703,"Salt, Tomatoes, Soda, Milk, Fish, Chocolate, Biscuits"
2704,"Eggs, Milk, Yogurt, Butter, Potatoes, Onions"
2705,"Coffee, Cheese"
